parent_company_name,child_company_name
ORACLE CORP,DRUTT CORPORATION
BB&T CORP,NATIONAL MORTGAGE SECURITIES CORP
VENTAS INC,SUNRISE EAST COBB ASSISTED LIVING PARTNERSHIP
COMCAST CORP,"COMCAST MO CABLE ADVERTISING OF METROPOLITAN ATLANTA, LLC"
GENERAL ELECTRIC CO,"UNISON INDUSTRIES, LLC"
COMCAST CORP,"COMCAST OF MILTON, INC"
COMCAST CORP,"COMCAST CABLEVISION OF GEORGIA/SOUTH CAROLINA, INC"
HALLIBURTON CO,HES CORPORATION
HOSPIRA INC,"HOSPIRA FLEET SERVICES, LLC"
WELLS FARGO & CO,WACHOVIA CAPITAL TRUST IX
CATERPILLAR INC,CATERPILLAR AMERICAS SERVICES CO
MASCO CORP,"RSA SUPPLY, LLC"
PRAXAIR INC,"PRAXAIR CMP PRODUCTS, INC"
WELLS FARGO & CO,ISLAND FINANCE SALES FINANCE TRUST
DANAHER CORP,PENTRON CORPORATION
DEAN FOODS CO,"DEAN WEST, LLC"
WALGREEN CO,"OPTION HOME HEALTH CARE SERVICES, INC"
CITIGROUP INC,CITITRUST (NEW JERSEY) LIMITED
WELLS FARGO & CO,"WELLS FARGO FINANCIAL WASHINGTON, INC"
NOBLE ENERGY INC,"NOBLE ENERGY AVIATION, LLC"
COMCAST CORP,"QVC INTERNATIONAL, INC"
DELL INC,DELL REVOLVER GP. L.L.C.
PROCTER & GAMBLE CO,"DISTRICT PET IMAGING, LLC"
WELLS FARGO & CO,"RIVERSIDE HOME LOANS, LLC"
CITIGROUP INC,SKY CFPI LOAN FUNDING LLC
GENERAL ELECTRIC CO,"GE ENGINE SERVICES, INC"
CONOCOPHILLIPS,BURLINGTON RESOURCES INTERNATIONAL INC
EXXON MOBIL CORP,GOLDEN PASS LNG TERMINAL INVESTMENTS LLC
WALT DISNEY CO,BUENA VISTA VIDEO ON DEMAND
COMERICA INC,"NBFRE 9, LLC"
AUTONATION INC,AUTONATION FINANCIAL SERVICES CORP
DUKE ENERGY CORP,"WINDING RIVER, LLC"
COMCAST CORP,"COMCAST OF ILLINOIS VIII, LLC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE DLJ 1999-CG2 III LLC
FIRST SOLAR INC,"FIRST SOLAR ELECTRIC, LLC"
MASCO CORP,"JARRY REALTY, INC"
AUTONATION INC,"ACER FIDUCIARY, INC"
LENNAR CORP,"LORI GARDENS ASSOCIATES, LLC"
GENERAL ELECTRIC CO,"GE ENERGY PRODUCTS, INC"
DUKE ENERGY CORP,"DE POWER GENERATING, LLC"
LENNAR CORP,"HICKORY RIDGE, LTD"
GENERAL MILLS INC,GENERAL MILLS INTERNATIONAL FINANCE LLC
DANAHER CORP,"SYBRON DENTAL SPECIALITIES, INC"
COMCAST CORP,"TCI.NET, INC."
AUTONATION INC,JIM QUINLAN CHEVROLET CO
MASCO CORP,"MASCO SERVICES, INC"
AES CORP,"SAN FRANCISCO ENERGY COMPANY, L.P. (CURRENT)"
COMCAST CORP,"OVATIONS FANFARE, L.P."
CATERPILLAR INC,CATERPILLAR IRB LLC
DUKE ENERGY CORP,"DFD OPERATING PLANT SERVICES, LLC"
FEDEX CORP,"VI. FEDEX PARTNERS, INC."
LENNAR CORP,"LENNAR HINGHAM HOLDINGS, LLC"
CITIGROUP INC,"COMMERCIAL CREDIT INSURANCE AGENCY OF NEW MEXICO, INC"
CITIGROUP INC,TARGETS TRUST XVII
SYSCO CORP,FULTON PROVISION CO.
CITIGROUP INC,MILLCREEK CBNA LOAN FUNDING LLC
PFIZER INC,THE UPJOHN HOLDING COMPANY M LLC
AMERICAN EXPRESS CO,"AMERICAN EXPRESS OF EGYPT, LTD."
LENNAR CORP,"BARNSBORO ASSOCIATES, LLC"
LENNAR CORP,"USH HERITAGE POM, L.L.C."
APACHE CORP,APACHE INTERNATIONAL LLC
FEDEX CORP,I. FEDEX INTERNET TECHNOLOGIES CORPORATION
LOEWS CORP,"LORILLARD, INC"
COMCAST CORP,"COMCAST OF BALTIMORE CITY, L.P."
COMCAST CORP,"CSLP SHOREBIRDS CLUB, LLC"
CIT GROUP INC,JAM FUNDING CORP. / U.S.
SLM CORP,"SALLIE MAE INDIA, INC"
WELLS FARGO & CO,"HOMELAND MORTGAGE, LLC"
WALGREEN CO,"SUBSIDIARY OF MOSSO'S MEDICAL SUPPLY COMPANY, LLC"
COMERICA INC,COMERICA PROPERTIES CORPORATION
METLIFE INC,TIMBERLAKE REINSURANCE COMPANY II
AES CORP,"AES CAPITAL FUNDING, LLC (CURRENT)"
CUMMINS INC,"CONSOLIDATED DIESEL OF NORTH CAROLINA, INC"
SYMANTEC CORP,"RIPTECH, INC"
CITIGROUP INC,"CITIGROUP ALTERNATIVE INVESTMENTS OPPORTUNITY FUND III, LLC"
LENNAR CORP,"INDEPENDENCE LEGAL SERVICES, LLC"
PITNEY BOWES INC,"TISCHER & CO., INC."
WELLS FARGO & CO,WACHOVIA DEFEASANCE DLJ 1999-CG1 III LLC
KROGER CO,"TWO HOLDINGS, INC"
AUTONATION INC,"MAROONE CHEVROLET, LLC"
CITIGROUP INC,"CITIGROUP ALTERNATIVE INVESTMENTS OPPORTUNITY FUND II, LLC"
HUMANA INC,HUMANA MAIL
WELLS FARGO & CO,"RENAISSANCE WEST PARTNERS, LLC"
TARGET CORP,"TARGET BRANDS, INC"
COMCAST CORP,"COMCAST CABLEVISION OF INDIANAPOLIS, INC"
ORACLE CORP,"ONE MEANING, INC"
PUBLIC STORAGE,"PS PARTNERS VIII, LTD"
DEERE & CO,"LESCO, INC"
FISERV INC,"ASPEN INVESTMENT ALLIANCE, INC"
CITIGROUP INC,CITI OMNI-S FINANCE LLC
FORD MOTOR CO,FORD INVESTMENT PARTNERSHIP
GENERAL ELECTRIC CO,"CARDINAL COGEN, INC"
SYSCO CORP,"SYSCO FOOD SERVICES OF NEW ORLEANS, LLC"
AUTONATION INC,"HOUSTON AUTO M. IMPORTS GREENWAY, LTD."
AMERICAN TOWER CORP,"LODESTAR TOWERS CALIFORNIA, INC"
DANAHER CORP,FLUKE INTERNATIONAL CORPORATION (DE)
PRAXAIR INC,"DOCTORS CHOICE HOME MEDICAL EQUIPMENT OF LARGO, INC"
AMERICAN EXPRESS CO,SECURITIES AMERICA INSURANCE AGENCY OF MASSACHUSETTS
LENNAR CORP,"AHDG SPE 2-4, LLC"
KROGER CO,"MICHIGAN DAIRY, L.L.C."
TARGET CORP,"SUPERTARGET LIQUOR OF MISSOURI, INC"
CIGNA CORP,"CIGNA INSURANCE GROUP, INC"
CIT GROUP INC,"MILLENIUM LEASING COMPANY I, LLC [JV]"
PROCTER & GAMBLE CO,UNIVERSAL BEAUTY SUPPLY CORP
ASSURANT INC,"PAS FINANCIAL GROUP, INC"
COMCAST CORP,"COMCAST NEWCO 7, INC"
FEDEX CORP,"VII. FEDEX PARTNERS, INC."
TIFFANY & CO,ARTISANALE
CITIGROUP INC,SOMANAD 2 LLC
CITIGROUP INC,ADAM STATUTORY TRUST III
CONOCOPHILLIPS,GCRL INC
CITIGROUP INC,CPI C-REP GP LLC
CIGNA CORP,E. CIGNA HEALTH CORPORATION
METLIFE INC,"REINSURANCE COMPANY OF MISSOURI, INCORPORATED"
STERICYCLE INC,"IOWA MEDICAL WASTE REDUCTION CENTER, INC"
GENUINE PARTS CO,GENUINE PARTS FINANCE COMPANY
WELLS FARGO & CO,"NORWEST VENTURE PARTNERS X, LP"
AUTONATION INC,"IRVINE IMPORTS, INC"
AES CORP,"AES PJM, INC. (CURRENT)"
COMCAST CORP,"AMERICAN MICROWAVE & COMMUNICATIONS, INC"
RYDER SYSTEM INC,"RYDER FUEL COMPLIANCE SERVICES, LLC"
FISERV INC,"J.O. ONE, LTD."
GENUINE PARTS CO,"PARADISE AUTO PARTS, INC"
VENTAS INC,"SUNRISE TFE ACQUISITIONS, L.L.C."
DUKE ENERGY CORP,CLUB ENTERPRISES LLC
CATERPILLAR INC,PROGRESS RAIL SERVICES HOLDINGS CORP
WELLS FARGO & CO,"WELLS FARGO RETIREMENT PLAN SERVICES, INC"
CONOCOPHILLIPS,PIONEER PIPE LINE COMPANY
DUKE ENERGY CORP,"SOUTHERN HILLS REALTY, LLC"
MASTERCARD INC,"MASTERCARD FINANCING SOLUTIONS, LLC"
AMEREN CORP,QST ENERGY INC
SYSCO CORP,"BAUGH SUPPLY CHAIN COOPERATIVE, INC"
DELL INC,DELL GLOBAL HOLDINGS VIII L.L.C
AES CORP,"PLANETSERVICE, INC. (CURRENT)"
LENNAR CORP,LEN-HIGHLAND PARK LLC
CIT GROUP INC,"CIT CHINA 2, INC. / USA"
TARGET CORP,"TARGET CLINIC MEDICAL ASSOCIATES FLORIDA, LLC"
CITIGROUP INC,"TOWER SQUARE SECURITIES INSURANCE AGENCY OF MASSACHUSETTS, INC"
SEMPRA ENERGY,SEMPRA ENERGY SOLUTIONS
PERRIGO CO,"PERRIGO INTERNATIONAL, INC"
CIT GROUP INC,EDUCATION FUNDING CAPITAL TRUST - II
MEADWESTVACO CORP,"MEADWESTVACO VIRGINIA, INC"
CIT GROUP INC,"FRANCHISE PORTFOLIO 1, INC. / USA"
CONOCOPHILLIPS,CONOCOPHILLIPS ENERGY ASIA INC
CITIGROUP INC,"CITIFINANCIAL SERVICES, INC. 309, LLC"
LENNAR CORP,"SAN LUCIA, LLC"
ASSURANT INC,"INSURECO ADJUSTERS, INC"
AES CORP,"AES CLIMATE SERVICES, LLC"
WALT DISNEY CO,"DISNEY ENTERPRISES, INC"
TARGET CORP,"DAYTON'S IRON HORSE LIQUORS, INC"
WELLS FARGO & CO,"KILLDEER CAPITAL COMPANY, LLC"
METLIFE INC,"METLIFE INVESTORS GROUP, INC"
WEYERHAEUSER CO,"MARACAY SIENNA VISTA, LLC"
APACHE CORP,"DEK ENERGY TEXAS, INC"
CITIGROUP INC,SALOMON BROTHERS PROPERTIES INC
EQUITY RESIDENTIAL,"ERP-QRS TENNESSEE, INC"
MEDTRONIC INC,"MEDTRONIC VERTELINK, INC"
KELLOGG CO,KELLOGG COMPANY-99% & 1%-KELLOGG HOLDING LLC
PFIZER INC,PUCN PARTNERSHIP
SYSCO CORP,"SYSCO FOOD SERVICES OF CONNECTICUT, LLC"
COMCAST CORP,"PHILADELPHIA FLYERS, LLC"
AUTONATION INC,EMPIRE WARRANTY HOLDING COMPANY
AMAZON COM INC,"AMAZON.COM INT'L MARKETPLACE, INC."
AES CORP,"AES NEW HAMPSHIRE BIOMASS, INC"
XEROX CORP,"GLOBAL IMAGING SYSTEMS, INC"
CIT GROUP INC,THE CIT GP CORPORATION II
AES CORP,"AES ANGEL FALLS, L.L.C. (CURRENT)"
LENNAR CORP,"U.S.H. REALTY, INC."
RAYTHEON CO,"BEECHCRAFT BB-209 LEASING, INC"
SYSCO CORP,"SYSCOMED, INC."
AES CORP,"LA PLATA II, INC. (CURRENT)"
CIGNA CORP,"CIGNA HEALTHCARE OF NORTH CAROLINA, INC"
DOVER CORP,"WELDCRAFT PRODUCTS, INC"
LEGG MASON INC,"BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
YAHOO INC,ONELIST
LEGG MASON INC,"LEGG MASON PROPERTIES, INC"
H&R BLOCK INC,HRB FINANCIAL CORPORATION/
AES CORP,"AES JENNISON, L.L.C."
SNAP ON INC,"SNAP-ON TOOLS INTERNATIONAL, LTD"
WELLS FARGO & CO,CANOPUS FINANCE TRUST
PEPSICO INC,"SEVEN-UP MARKETING, S.A."
CITIGROUP INC,LIVINGSTON CBNA LOAN FUNDING LLC
ECOLAB INC,MICROTEK MEDICAL HOLDINGS INC
WELLS FARGO & CO,"PROVIDENT MORTGAGE COMPANY, LLC"
CATERPILLAR INC,MICA ENERGY SYSTEMS
METLIFE INC,"METLIFE INVESTORS INSURANCE AGENCY, INC"
STAPLES INC,CYPRESS BROOKLYN LLC
CITIGROUP INC,"CITIFLIGHT, INC"
EQUIFAX INC,OPT-OUT SERVICES LLC
PROCTER & GAMBLE CO,"PROCTER & GAMBLE DO BRAZIL, INC"
COMCAST CORP,"COMCAST SPOTLIGHT JV HOLDINGS, LLC"
YAHOO INC,"STADEON, INC"
CIT GROUP INC,SOUTH POINT OL-1 LLC
METLIFE INC,"METLIFE GENERAL INSURANCE AGENCY OF TEXAS, INC"
CITIGROUP INC,"LEGG MASON FINANCIAL SERVICES, INC"
CONOCOPHILLIPS,COP ENERGY TECHNOLOGIES LLC
AES CORP,"AES TEXAS FUNDING III, L.L.C. (CURRENT)"
AUTONATION INC,"HORIZON CHEVROLET, INC"
COMCAST CORP,"COMCAST OF LOS ANGELES COUNTY, LLC"
COMERICA INC,"NBFRE 8, LLC"
AUTONATION INC,"MAROONE MANAGEMENT SERVICES, INC"
CITIGROUP INC,EURO TL INVESTMENTS LLC
PROCTER & GAMBLE CO,KANGRA VALLEY ENTERPRISES LTD
RAYTHEON CO,RAYTHEON AIRLINER LEASE CORPORATION
GENUINE PARTS CO,"N. V. AUTOMOTIVE SUPPLY, INC."
COMCAST CORP,"COMCAST ABB HCI, LLC"
LENNAR CORP,"LHI RENAISSANCE, LLC"
DIRECTV,"DTV FREEDOM, LLC"
LENNAR CORP,HOMETRUST INSURANCE COMPANY
DELL INC,DELL MARKETING USA GP L.L.C.
KELLOGG CO,KASHI COMPANY
CAREFUSION CORP,"EME MEDICAL, INC"
COMCAST CORP,"COMCAST CABLEVISION OF NEW CASTLE COUNTY, LLC"
PFIZER INC,"GI EUROPE, INC"
AUTONATION INC,"CHARLIE THOMAS CHEVROLET, LTD"
PROCTER & GAMBLE CO,TAMBRANDS INC
DEERE & CO,"NORTRAX INVESTMENTS, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE WACHOVIA 2003-C5 LLC
AUTONATION INC,AN/CF ACQUISITION CORP
DUKE ENERGY CORP,DUKE ENERGY GAS TRANSMISSION CORPORATION
COMCAST CORP,"COMCAST OF ILLINOIS/INDIANA/OHIO, LLC"
AMERICAN EXPRESS CO,AMERICAN EXPRESS CERTIFICATE COMPANY
PEPSICO INC,"QTG DEVELOPMENT, INC"
SAFEWAY INC,"SAFEWAY STORES 18, INC"
AUTONATION INC,"EMICH OLDSMOBILE, LLC"
DEAN FOODS CO,"KOHLER MIX SPECIALTIES, LLC"
CITIGROUP INC,"SMITH BARNEY GLOBAL CAPITAL MANAGEMENT, INC"
WELLS FARGO & CO,"WELLS FARGO STUDENT LOANS RECEIVABLES I, LLC"
DUKE ENERGY CORP,"DUKE ENERGY JACK HOLDING, INC"
CONOCOPHILLIPS,PHILLIPS COAL COMPANY
FLOWSERVE CORP,FLOWSERVE SINGAPORE LLC
WELLS FARGO & CO,"WELLS FARGO FINANCIAL LEASING FLORIDA, LLC"
DANAHER CORP,VENTURE MEASUREMENT COMPANY LLC
GENERAL ELECTRIC CO,"SENSING SOLUTIONS, INC"
CIT GROUP INC,NORTH ROMEO STORAGE CORPORATION / USA
COMCAST CORP,"TCI HOLDINGS, INC"
LOEWS CORP,CONTINENTAL INSURANCE COMPANY OF NEW JERSEY
COMCAST CORP,"COMCAST CABLEVISION OF ARKANSAS, INC"
COMCAST CORP,COMCAST CABLE TRUST I
WELLS FARGO & CO,"WCP HOLDINGS 2005, LLC"
XEROX CORP,"CDR ASSOCIATES, L.L.C."
DANAHER CORP,THE ALLEN MANUFACTURING COMPANY
HALLIBURTON CO,"HALLIBURTON AFFILIATES, LLC"
CATERPILLAR INC,FMS EQUIPMENT RENTALS INC
COMCAST CORP,"COMCAST CICG GP, LLC"
DUKE ENERGY CORP,"SEDDON PLACE DEVELOPMENT, LLC"
CITIGROUP INC,"CITICORP ELECTRONIC FINANCIAL SERVICES, INC"
H&R BLOCK INC,"CREDIT UNION JOBS, LLC/"
ASSURANT INC,CWORK FINANCIAL MANAGEMENT LLC
LEGG MASON INC,LMM LLC
SYSCO CORP,"SYSCO NASHVILLE, LLC"
LENNAR CORP,"WCP, LLC"
BB&T CORP,REGIONAL ACCEPTANCE CORPORATION
DIRECTV,"SOBOBO, LLC"
AUTONATION INC,"FORD OF KIRKLAND, INC"
WELLS FARGO & CO,"ASGI HEDGED EQUITIES, ACCREDITED, L.P."
AES CORP,"AES BEAVER VALLEY, L.L.C."
CATERPILLAR INC,"CATSUB I, INC"
EASTMAN CHEMICAL CO,ARIEL RESEARCH CORPORATION
AUTONATION INC,"AN CORPUS CHRISTI IMPORTS II, LP"
AMERICAN EXPRESS CO,AMERICAN EXPRESS INSURANCE AGENCY OF MASSACHUSETTS INC
KROGER CO,"KIOSK MEDICINE KENTUCKY, LLC"
DUKE ENERGY CORP,"DUKE ENERGY LANTANA, LLC"
COMCAST CORP,"UNITED CABLE INVESTMENT OF BALTIMORE, INC"
COMCAST CORP,"AMERICAN TELEVENTURE OF MINERSVILLE, INC"
CIT GROUP INC,BRT COLT LLC
CIT GROUP INC,WESTERN STAR FINANCE INC. / USA
CIT GROUP INC,CAPITA COLOMBIA HOLDINGS CORP. / USA
STERICYCLE INC,SWD ACQUISITION CORP
AMAZON COM INC,"FULFILLCO.TNDS, INC."
MASCO CORP,"MILL'S PRIDE, INC"
CITIGROUP INC,CITIGROUP HOLDCO FINANCE INC.
COMCAST CORP,"COMCAST OF SANTA MARIA, LLC"
COMCAST CORP,"COMCAST OF SOUTHEAST PENNSYLVANIA, INC"
COMCAST CORP,"INSIGHT MIDWEST HOLDINGS, LLC"
MASTERCARD INC,"PURCHASE STREET RESEARCH, LLC"
DUKE ENERGY CORP,"THE FARMS, LLC"
AUTONATION INC,"SCM REALTY II, INC"
WALT DISNEY CO,"IMPRINT, INC"
BIG LOTS INC,"FASHION BARN OF VERMONT, INC"
CITIGROUP INC,"COMMERCIAL CREDIT INSURANCE AGENCY OF MASSACHUSETTS, INC"
COMERICA INC,COMERICA LEASING CORPORATION
WELLS FARGO & CO,"WELLS FARGO CM FUNDING, LLC"
CITIGROUP INC,"INTCOMEX, INC"
YUM BRANDS INC,ROMET CORP
PROCTER & GAMBLE CO,"COSMOPOLITAN COSMETICS USA, INC"
CITIGROUP INC,"CITIFINANCIAL SERVICES, INC. (MO)"
CIT GROUP INC,CIT MIDDLE MARKET LOAN PARTNERSHIP TRUST III (TRUST)
WELLS FARGO & CO,"WACHOVIA GUARANTEED TAX CREDIT FUND III-A/GA, LLC"
COMCAST CORP,"TCID-COMMERCIAL MUSIC, INC"
DIRECTV,"LATIN AMERICA SPORTS, LLC (LAS)"
H&R BLOCK INC,OPTION ONE LOAN WAREHOUSE CORPORATION/
MASCO CORP,"NORTH CAROLINA STM, INC"
FLUOR CORP,"IV D/FD KENTUCKY MOUNTAIN POWER, LLC"
COMCAST CORP,"COMCAST CABLEVISION CORPORATION OF CALIFORNIA, LLC"
SYSCO CORP,SYSCO FOOD SERVICES OF NEW MEXICO
PERRIGO CO,"PBM FOODS, INC"
AES CORP,"AES SUL, L.L.C. (CURRENT)"
WALT DISNEY CO,EDL S.N.C. CORPORATION
ONEOK INC,"ONEOK ENERGY SERVICES COMPANY, II"
RYDER SYSTEM INC,"RYDER THAILAND I, LLC"
ALLSTATE CORP,ALLSTATE FIRE AND CASUALTY INSURANCE COMPANY
VENTAS INC,"SZR YORBA LINDA, LLC"
PRAXAIR INC,MATHEWS CHEMICAL & SUPPLY CO
FIRST SOLAR INC,"FSE BLYTHE LAND HOLDINGS, LLC"
AMERICAN EXPRESS CO,"HARBOR PAYMENTS, INC"
COMCAST CORP,"COMCAST LEVITTOWN FINANCE, INC"
CELGENE CORP,CHT I LLC
ECOLAB INC,ECOLAB ISRAEL HOLDINGS LLC
SYSCO CORP,"FRESHPOINT ATLANTA, INC"
CITIGROUP INC,SMITH BARNEY PRINCIPAL PLUS FUTURES FUND LP
DEERE & CO,"JOHN DEERE THIBODAUX, INC"
CITIGROUP INC,"PAYMENT SERVICES INTERNATIONAL, LLC"
KROGER CO,PACE DAIRY FOODS COMPANY
WELLS FARGO & CO,WACHOVIA AUTO OWNER TRUST 2008-A
WELLS FARGO & CO,WACHOVIA DEFEASANCE WACHOVIA 2005-C17 LLC
WELLS FARGO & CO,"ROYALTON APARTMENTS, LTD"
FISERV INC,"PREFERRED HEALTH ARRANGEMENT LIMITED, LLP"
FIFTH THIRD BANCORP,FIFTH THIRD CAPITAL TRUST VI
CIT GROUP INC,"CIT CHINA 8, INC. / U.S."
LENNAR CORP,"LEGENDS GOLF CLUB, LLC"
APACHE CORP,BURNS MANUFACTURING COMPANY
WALGREEN CO,WALGREEN ARIZONA DRUG CO
APACHE CORP,APACHE SHADY LANE RANCH INC
CITIGROUP INC,"CITIFINANCIAL, INC. 341, LLC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE LB-UBS 2004-C4 LLC
LENNAR CORP,GREENFIELD/WATERBURY L.L.C.
RYDER SYSTEM INC,RYDER CAPITAL SERVICES CORPORATION
AMEREN CORP,AMEREN ENERGY MARKETING COMPANY
DOVER CORP,KALYN/SIEBERT L.P.
COMCAST CORP,"COMCAST IP PHONE OF MASSACHUSETTS, LLC"
AMAZON COM INC,"AMAZON.COM PAYMENTS, INC."
AUTONATION INC,EL AUDI OF WESTMONT
LENNAR CORP,NORTH AMERICAN TITLE COMPANY (IL)
FISERV INC,"THIRD PARTY SOLUTIONS, INC"
XEROX CORP,"XEROX INTERNATIONAL JOINT MARKETING, INC"
COMCAST CORP,"HOME SPORTS NETWORK, INC"
YUM BRANDS INC,"KRE HOLDINGS, LLC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE JPMC 2003-CIBC7 LLC
MEADWESTVACO CORP,"MEADWESTVACO CONSUMER PACKAGING GROUP, LLC(NAME CHANGE - THIS WAS FORMERLY AGI, LLC)"
APACHE CORP,PAGE 3 OF
WEYERHAEUSER CO,WILTON CONNOR LLC
COMCAST CORP,"COMCAST OF LITTLE ROCK, INC"
CIT GROUP INC,CAPITAL SYNDICATION CORPORATION / USA
LENNAR CORP,"LENNAR SOUTHLAND II, INC"
LENNAR CORP,"GLENVIEW PLACE, LLC"
LENNAR CORP,"LENNAR CENTRAL REGION SWEEP, INC"
DOW CHEMICAL CO,DH COMPOUNDING COMPANY
AMEREN CORP,UNION ELECTRIC DEVELOPMENT CORPORATION
DUKE ENERGY CORP,"SUGARLOAF REALTY, LLC"
FEDEX CORP,"III. FEDEX FREIGHT SYSTEM, INC."
PEPSICO INC,"PEPSI BOTTLING HOLDINGS, INC"
H&R BLOCK INC,"3340 GALLOWS ROAD, INC/"
GENERAL MILLS INC,"GENERAL MILLS INTERNATIONAL BUSINESSES TWO, INC"
LENNAR CORP,OGDEN POINTE AT THE WHEATLANDS L.L.C.
COMCAST CORP,"COMCAST CABLE OF DALLAS, INC"
AUTONATION INC,"AUTO ADVERTISING SERVICES, INC"
COMCAST CORP,"COMCAST IP PHONE OF OHIO, LLC"
CITIGROUP INC,CMF WINTON MASTER L.P.
COMCAST CORP,"COMCAST NEWCO 22, INC"
CONOCOPHILLIPS,BURLINGTON RESOURCES (ENERGY SERVICES) INC
COMCAST CORP,"COMCAST CABLEVISION OF MARYLAND, LLC"
LENNAR CORP,DARCY-JOLIET L.L.C.
H&R BLOCK INC,"WEST ESTATE INVESTORS, LLC/"
AMEREN CORP,CIPSCO SECURITIES COMPANY
H&R BLOCK INC,"PENSION RESOURCES, INC"
AMERICAN EXPRESS CO,"REALTY ASSETS, INC"
KINDER MORGAN INC,"KN GAS SUPPLY SERVICES, INC"
COMCAST CORP,"SUSQUEHANNA CABLE CO., LLC"
H&R BLOCK INC,"OPTION ONE INSURANCE AGENCY, INC. (D/B/A H&R BLOCK INSURANCE AGENCY)"
SAFEWAY INC,"DOMINICK'S FINER FOODS, LLC"
AMAZON COM INC,"AMAZON.COM TC 2, INC."
KINDER MORGAN INC,BETAGEN POWER LLC
RAYTHEON CO,INTERNATIONAL LEASE CORPORATION
DOW CHEMICAL CO,GENERAL LATEX AND CHEMICAL CORPORATION
PEPSICO INC,GOLDFINCH HOLDINGS LLC
RAYTHEON CO,RAYTHEON ESSM CO
LENNAR CORP,"LENNAR HOUSTON LAND, LLC"
CITIGROUP INC,"WS MANAGEMENT COMPANY, INC"
COMCAST CORP,"COMCAST OF GEORGIA/SOUTH CAROLINA, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE BSCMS 2001-TOP2 LLC
ALTRIA GROUP INC,GENERAL FOODS CREDIT CORPORATION
MEADWESTVACO CORP,"MEADWESTVACO COMMUNITY DEVELOPMENT & LAND MANAGEMENT, LLC"
COMCAST CORP,"COMCAST/TIME WARNER FT. MYERS-NAPLES CABLE ADVERTISING, LLC"
EXPEDIA INC,"EXPEDIA US, INC"
DOVER CORP,"SWEEPSTER ATTACHMENTS, LLC"
METLIFE INC,METROPOLITAN INSURANCE AND ANNUITY COMPANY
WELLS FARGO & CO,SPRING CYPRESS WATER SUPPLY CORPORATION
COMCAST CORP,"TCI CABLEVISION OF NEVADA, INC"
PFIZER INC,WYETH HOLDINGS CORPORATION
PRAXAIR INC,"HOME CARE SUPPLY, L.L.C."
CIGNA CORP,"CIGNA HOLDINGS, INC"
WELLS FARGO & CO,"BERGAMASCO FUNDING, LLC"
PITNEY BOWES INC,PB LEASE HOLDINGS INC
CAREFUSION CORP,SENSORMEDICS CORPORATION
AMERICAN EXPRESS CO,"NATIONAL EXPRESS COMPANY, INC"
CIT GROUP INC,"CIT INSURANCE SERVICES, INC. / U.S."
COMCAST CORP,"COMCAST MO CONNECT, INC"
WELLS FARGO & CO,WELLS FARGO MONDEX INC
VULCAN MATERIALS CO,"VULCAN CHEMICAL TECHNOLOGIES, LLC"
COMCAST CORP,"COMCAST OF GEORGIA I, LLC"
NVIDIA CORP,"NVIDIA INTERNATIONAL HOLDINGS, INC"
YUM BRANDS INC,ABR INSURANCE COMPANY
ONEOK INC,"ONEOK PIPELINE, INC"
AES CORP,MIAMI VALLEY INSURANCE COMPANY
WELLS FARGO & CO,WACHOVIA DEFEASANCE BSCMS 2002-TOP6 III LLC
HORMEL FOODS CORP,"CLOUGHERTY PACKING, LLC"
AUTONATION INC,"BATFISH, LLC"
DOVER CORP,"GROEN, INC"
CAMPBELL SOUP CO,"PEPPERIDGE FARM, INCORPORATED"
CITIGROUP INC,"CITICORP INSURANCE USA, INC"
COMCAST CORP,"WESTMARC CABLE HOLDING, INC"
RAYTHEON CO,RAYTHEON AIRCRAFT RECEIVABLES CORPORATION
AMERICAN EXPRESS CO,"AMERICAN EXPRESS TAX AND BUSINESS SERVICES OF NEW YORK, INC"
AES CORP,CENTRAL ILLINOIS GENERATION INC
CITIGROUP INC,"TOWER SQUARE SECURITIES, INC"
VULCAN MATERIALS CO,BY VULCAN
SLM CORP,"SLFR, LLC"
XILINX INC,"ACCELCHIP, INC"
CITIGROUP INC,CITIGROUP MORTGAGE SECURITIES CORPORATION
COMCAST CORP,"COMCAST OF PLANO, LP"
3M CO,3M INNOVATIVE PROPERTIES COMPANY
AES CORP,"AES NORTH AMERICAN DEVELOPMENT, LLC"
COMCAST CORP,THE COMCAST FOUNDATION
PEPSICO INC,PEPSI-COLA MEXICANA HOLDINGS LLC
WELLS FARGO & CO,WFB INTERNATIONAL HOLDINGS CORPORATION
DOW CHEMICAL CO,"SENTRACHEM US, INC"
NVIDIA CORP,PORTALPLAYER LLC
PERRIGO CO,"PBM COVINGTON, LLC"
PFIZER INC,"CHARLIE PAPA OPERATIONS, LLC"
DOVER CORP,TMEC ACQUISITION CORP
AETNA INC,AETNA INC
AETNA INC,"PROVIDER NETWORKS OF AMERICA, INC"
AETNA INC,"AETNA CAPITAL MANAGEMENT, LLC"
AETNA INC,"TRUMBULL ONE, INC"
AETNA INC,"SABH OF ARIZONA, INCORPORATED"
AETNA INC,"PRUDENTIAL HEALTH CARE PLAN, INC"
